L1;D set_k_time 1293179372
L6822;D232 ++ 2364-07-09
L6823;D232 added 6 months 2365-01-09
L6824; D232<=D151 FALSE
L6825; D232 mod_julian_day=184866
L6826; D232 month=1
L6827;D293 += -9 1962-02-14
L6828; D518<=D516 FALSE
L6829; D518 day=27
L6830; D518 week_day_name=thursday
L6831; D518 printed 2357-06-27
L6832;D414 added 0 months 1933-04-24
L6833; D414>D419 FALSE
L6834; D414 month_name=april
L6835; D414 printed 1933-04-24
L6836; D414 == D535 FALSE
L6837;D133 -- 2385-05-12
L6838; D133 month=5
L6839; D133-D31 = 130464
L6840; D133 day=12
L6841;D359 added -3 months 1935-05-29
L6842;D359 -- 1935-05-28
L6843;D175 added 1 months 2132-11-01
L6844;D175 -= -6 2132-11-07
L6845; D175-D203 = 62392
L6846; D175>=D342 TRUE
L6847; D175 days_this_month=30
L6848;D281 added 0 months 2283-11-21
L6849;D281 -= 5 2283-11-16
L6850; D281 printed 2283-11-16
L6851; D281 week_day_name=friday
L6852; D281 mod_julian_day=155227
L6853;D461 -= 4 2028-06-27
L6854;D176 added -8 months 2368-07-25
L6855; D176 year=2368
L6856;D287 added -10 months 2053-10-27
L6857;D287 -= 3 2053-10-24
L6858; D287<D223 TRUE
L6859; D287-D478 = -47856
L6860; D287 != D77 TRUE
L6861; D287 week_day=5
L6862;D597 added 0 months 2401-02-26
L6863;D597 added 0 years 2402-02-26
L6864;D290 -= 10 1998-04-27
L6865;D290=D273 1907-12-20
L6866; D290 mod_julian_day=17929
L6867; D290 week_day=5
L6868; D290 day=20
L6869;D123 ++ 2002-06-24
L6870; D123-D306 = -41551
L6871; D123 week_day_name=monday
L6872; D598 year=1961
L6873; D598 != D419 TRUE
L6874; D598<D134 TRUE
L6875;D401 added -3 years 2377-07-26
L6876;D401=D439 2240-04-02
L6877; D401 week_day=4
L6878; D401 printed 2240-04-02
L6879; D401 day=2
L6880; D268-D89 = -147859
L6881; D579<=D387 FALSE
L6882; D579<D124 FALSE
L6883; D579>D476 TRUE
L6884; D579 != D314 TRUE
L6885;D287 added -5 years 2048-10-24
L6886;D287 added 4 months 2049-02-24
L6887;D299 ++ 2034-09-20
L6888; D299 days_this_month=30
L6889; D299 week_day=3
L6890;D188=D246 2170-08-07
L6891;D188 added 0 years 2171-08-07
L6892; D188 != D453 TRUE
L6893; D188 week_day=3
L6894; D188 == D595 FALSE
L6895; D188 month_name=august
L6896;D137 added 3 months 2218-05-15
L6897; D137 mod_julian_day=131301
L6898; D137<=D588 FALSE
L6899; D137-D576 = -59958
L6900;D547 added -5 years 1994-04-12
L6901;D547 -= 8 1994-04-04
L6902; D437 mod_julian_day=106584
L6903; D437>=D126 TRUE
L6904; D437 month=9
L6905; D437>D563 FALSE
L6906;D18 += 0 1977-04-22
L6907; D18 != D438 TRUE
L6908; D18>=D283 FALSE
L6909; D506 mod_julian_day=165559
L6910; D506 week_day_name=friday
L6911; D506-D550 = 39024
L6912; D506 != D221 TRUE
L6913;D570 added 9 years 2351-12-24
L6914;D570 ++ 2351-12-25
L6915;D424 ++ 2397-12-29
L6916;D424 added 0 years 2398-12-29
L6917; D249<D177 FALSE
L6918; D249 week_day=7
L6919;D109 -- 2352-02-28
L6920; D397 mod_julian_day=50073
L6921;D399 added 0 years 2142-09-11
L6922;D399 added -5 years 2137-09-11
L6923;D113 added 2 years 2365-03-01
L6924;D113 added 0 years 2366-03-01
L6925; D113 week_day_name=tuesday
L6926;D361 added 2 years 1950-02-13
L6927;D361 added -9 months 1949-05-13
L6928; D361 day=13
L6929; D361 days_this_month=31
L6930; D361 mod_julian_day=33049
L6931; D361<=D323 TRUE
L6932;D334 added -3 years 1922-03-11
L6933; D334<D48 TRUE
L6934; D334>D215 TRUE
L6935; D334 days_this_month=31
L6936; D334 != D444 TRUE
L6937;D168 -- 1994-09-12
L6938;D168 -= -8 1994-09-20
L6939;D245 added 0 years 2326-01-10
L6940; D245 mod_julian_day=170622
L6941; D245 month_name=january
L6942;D49 added 8 months 2108-10-29
L6943;D558 added 0 months 2199-08-06
L6944;D558 added -3 years 2196-08-06
L6945; D558 day=6
L6946; D558>=D445 TRUE
L6947; D558 mod_julian_day=123350
L6948;D158 added 0 years 1954-03-25
L6949;D33 += 4 2381-11-07
L6950; D33>D311 TRUE
L6951; D33<D9 FALSE
L6952;D497 added 0 years 2273-01-29
L6953; D497 week_day_name=wednesday
L6954; D497 week_day=3
L6955; D497 == D146 FALSE
L6956; D497<=D148 FALSE
L6957;D95 -= -6 2070-03-06
L6958;D95 += -5 2070-03-01
L6959; D95 == D588 FALSE
L6960; D95<D174 FALSE
L6961; D95 year=2070
L6962;D257 added -7 months 2392-07-07
L6963;D257 -- 2392-07-06
L6964; D257 week_day_name=monday
L6965;D288 added -10 years 1912-11-28
L6966; D441 month_name=january
L6967; D441 week_day=3
L6968; D441 week_day_name=wednesday
L6969;D272 added 0 years 1996-04-27
L6970;D312 += 6 2268-03-12
L6971;D312 -= 3 2268-03-09
L6972; D312 month_name=march
L6973; D312<=D273 FALSE
L6974; D135 week_day=7
L6975; D135<D592 TRUE
L6976; D135 != D114 TRUE
L6977; D135 week_day_name=sunday
L6978;D46 added -3 years 2086-02-25
L6979;D46 += -1 2086-02-24
L6980;D305 added -4 months 2193-07-11
L6981; D305 == D323 FALSE
L6982; D305 != D167 TRUE
L6983; D305 days_this_month=31
L6984; D550-D478 = 7480
L6985;D397 -- 1995-12-21
L6986;D397 += 0 1995-12-21
L6987; D397 month=12
L6988; D397 mod_julian_day=50072
L6989;D25 added 4 months 2004-07-09
L6990;D25 added 7 years 2011-07-09
L6991; D209 days_this_month=31
L6992; D209 day=27
L6993;D457=D162 2111-05-27
L6994;D457 added 1 years 2112-05-27
L6995;D498 -- 2276-03-28
L6996; D498-D231 = 66215
L6997;D122=D591 2237-10-07
L6998; D122 == D542 FALSE
L6999; D122 month_name=october
L7000; D122<=D338 TRUE
L7001; D122<D252 FALSE
L7002;D3 added 0 years 1920-03-29
L7003;D3=D433 2009-03-21
L7004; D3 printed 2009-03-21
L7005; D3<=D497 TRUE
L7006; D3 day=21
L7007;D165=D393 2283-01-21
L7008;D165 added 0 years 2284-01-21
L7009; D165>D561 FALSE
L7010; D165 month_name=january
L7011;D189 -- 2339-07-24
L7012;D189 added 0 months 2339-08-24
L7013; D189-D381 = 43682
L7014; D189>D172 TRUE
L7015; D189 == D371 FALSE
L7016;D445=D388 2242-03-29
L7017; D445-D377 = -29336
L7018; D445 year=2242
L7019;D177 ++ 2182-10-19
L7020; D177 == D284 FALSE
L7021; D177 mod_julian_day=118310
L7022; D177<D251 FALSE
L7023;D468 added 0 months 2153-03-22
L7024; D334 month_name=march
L7025; D334-D48 = -58624
L7026; D334 != D130 TRUE
L7027;D278 ++ 1900-02-25
L7028;D278 added 10 months 1900-12-25
L7029; D278 week_day_name=tuesday
L7030;D278=D188 2171-08-07
L7031; D278>D203 TRUE
L7032;D277 added 0 years 2100-09-17
L7033;D306=D122 2237-10-07
L7034;D306 added -7 years 2230-10-07
L7035; D306 month_name=october
L7036; D306 printed 2230-10-07
L7037; D530 month=7
L7038;D353 -- 2240-04-14
L7039; D353 week_day=2
L7040;D147 += -9 1989-05-11
L7041;D147 -- 1989-05-10
L7042; D147 == D255 FALSE
L7043; D147 week_day=3
L7044; D69 mod_julian_day=118807
L7045; D69>D138 TRUE
L7046; D69 == D169 FALSE
L7047; D69 week_day_name=saturday
L7048;D540 -- 2386-11-05
L7049; D540 month=11
L7050; D540 == D5 FALSE
L7051; D179<D571 FALSE
L7052; D179>D402 TRUE
L7053; D179<=D422 FALSE
L7054; D179 day=20
L7055;D287 added 5 months 2049-07-24
L7056;D287 added 0 years 2050-07-24
L7057;D82 -- 2116-03-28
L7058;D82 ++ 2116-03-29
L7059; D82 mod_julian_day=94000
L7060; D82 week_day=7
L7061; D82<=D516 TRUE
L7062;D585 -= -2 2352-08-01
L7063; D585 days_this_month=31
L7064;D147 added -2 months 1989-03-10
L7065;D576 += -2 2382-07-10
L7066;D576 -= -2 2382-07-12
L7067; D576 == D191 FALSE
L7068; D576 days_this_month=31
L7069; D576 mod_julian_day=191259
L7070; D547 week_day_name=monday
L7071; D547<D54 TRUE
L7072; D547 mod_julian_day=49446
L7073;D96 added 0 months 2132-01-05
L7074;D96 -- 2132-01-04
L7075; D96-D200 = -58642
L7076;D40 ++ 2060-11-22
L7077;D40 added -5 years 2055-11-22
L7078; D40 year=2055
L7079; D40 == D353 FALSE
L7080; D40 != D515 TRUE
L7081; D40>=D424 FALSE
L7082;D357 added 0 years 2097-04-14
L7083; D357 week_day_name=sunday
L7084; D357 year=2097
L7085; D444 year=2053
L7086; D444 day=30
L7087;D133 -- 2385-05-11
L7088;D12 ++ 1952-03-01
L7089;D12 added 7 years 1959-03-01
L7090; D12>=D588 FALSE
L7091; D12<=D167 TRUE
L7092; D12 mod_julian_day=36628
L7093;D37 -= 3 2052-02-26
L7094;D37 ++ 2052-02-27
L7095; D37-D275 = -41949
L7096; D37>D279 TRUE
L7097; D37<=D80 TRUE
L7098; D37 year=2052
L7099; D77>D62 TRUE
L7100; D77 month_name=february
L7101;D69 -= -10 2184-03-09
L7102;D69 ++ 2184-03-10
L7103; D69 mod_julian_day=118818
L7104;D12 added 2 months 1959-05-01
L7105;D12 added 0 years 1960-05-01
L7106; D12<D410 TRUE
L7107; D145 printed 2172-07-02
L7108; D145 week_day_name=thursday
L7109;D157 += -9 2272-02-21
L7110;D157 added -10 months 2271-04-21
L7111; D157 month=4
L7112; D157>=D469 TRUE
L7113;D36 added 0 years 2049-04-01
L7114;D36 -- 2049-03-31
L7115; D36 month_name=march
L7116; D36 month=3
L7117; D170 month_name=march
L7118; D170<D593 TRUE
L7119; D170 == D62 FALSE
L7120; D170>=D370 FALSE
L7121;D439 added -4 years 2236-04-02
L7122; D439 days_this_month=30
L7123; D439-D1 = 119630
L7124;D239 -= 4 1915-08-05
L7125;D239 added 1 years 1916-08-05
L7126; D592 month_name=july
L7127; D592>=D189 FALSE
L7128;D280 added 0 months 2398-10-18
L7129;D280=D440 2044-03-07
L7130; D280 month_name=march
L7131; D280>=D243 FALSE
L7132;D351 added -3 months 2174-06-22
L7133;D351 added 5 years 2179-06-22
L7134; D351 == D174 FALSE
L7135; D351 day=22
L7136; D556 week_day=3
L7137; D556 == D264 FALSE
L7138; D556 week_day_name=wednesday
L7139; D556 month=11
L7140;D393 ++ 2283-01-22
L7141; D393 mod_julian_day=154929
L7142; D65 month=10
L7143; D65 week_day=6
L7144; D65 printed 2159-10-27
L7145;D52 added 0 years 2117-02-28
L7146; D341 == D429 FALSE
L7147; D531 year=2331
L7148; D531>D580 TRUE
L7149; D531 days_this_month=30
L7150; D531 day=29
L7151;D449 -- 2087-09-16
L7152; D449<D540 TRUE
L7153; D449 month=9
L7154;D71 ++ 2256-05-06
L7155;D71 += 9 2256-05-15
L7156; D71 year=2256
L7157;D148 -= 8 2252-03-31
L7158; D148 mod_julian_day=143675
L7159; D148 printed 2252-03-31
L7160; D148-D591 = 5289
L7161;D432 added 0 months 2015-03-28
L7162; D432<D293 FALSE
L7163; D432 != D210 TRUE
L7164; D432>=D545 FALSE
L7165; D432 days_this_month=31
L7166; D409 mod_julian_day=19185
L7167; D409 week_day=1
L7168; D409 printed 1911-05-29
L7169; D409 day=29
L7170;D418 added 8 years 1956-02-13
L7171; D418>D97 FALSE
L7172; D418 month_name=february
L7173; D418 year=1956
L7174; D454 days_this_month=29
L7175; D454<D368 TRUE
L7176; D230-D554 = 52649
L7177; D354>=D133 FALSE
L7178; D354<=D486 TRUE
L7179; D354 == D418 FALSE
L7180;D437 -- 2150-09-10
L7181; D437 week_day_name=thursday
L7182; D437 month_name=september
L7183; D437 year=2150
L7184; D437 == D392 FALSE
L7185;D552 added 5 months 2167-12-02
L7186;D552 added 8 years 2175-12-02
L7187; D552 week_day_name=saturday
L7188; D552 != D438 TRUE
L7189;D347 -- 2154-02-06
L7190;D347 += -6 2154-01-31
L7191; D347 printed 2154-01-31
L7192; D347 month_name=january
L7193; D347 day=31
L7194; D347 week_day=4
L7195;D98 added 0 years 2309-02-23
L7196; D98<=D342 FALSE
L7197; D98 == D157 FALSE
L7198; D98 day=23
L7199; D98 days_this_month=28
L7200;D379 += 1 2166-05-21
L7201; D379 != D75 TRUE
L7202; D379 month_name=may
L7203; D379 week_day=3
L7204; D379 month=5
L7205;D337 added 0 years 1919-11-11
L7206; D337<D381 TRUE
L7207;D372 added 0 months 2085-05-22
L7208;D372=D177 2182-10-19
L7209; D372-D19 = 73647
L7210;D372 -= -9 2182-10-28
L7211; D372 day=28
L7212; D366>=D460 TRUE
L7213; D366 != D406 TRUE
L7214; D366 days_this_month=30
L7215; D366 == D469 FALSE
L7216;D292 += 8 2183-10-28
L7217; D292 printed 2183-10-28
L7218; D428 days_this_month=30
L7219; D428>D460 FALSE
L7220; D422 month=11
L7221; D422 mod_julian_day=38362
L7222;D240 added 0 months 2143-01-18
L7223;D240 added 0 years 2144-01-18
L7224; D240 mod_julian_day=104156
L7225;D509 added -6 years 2317-02-23
L7226;D509 += 6 2317-03-01
L7227; D509 day=1
L7228; D509 == D467 FALSE
L7229; D509 year=2317
L7230; D474 year=2177
L7231;D592 -- 2257-07-02
L7232; D592 year=2257
L7233; D592-D132 = 52357
L7234; D592 printed 2257-07-02
L7235;D367 ++ 2356-09-24
L7236;D367=D362 1981-11-07
L7237;D534 += -6 1922-01-06
L7238; D534 month_name=january
L7239; D534 mod_julian_day=23060
L7240;D371 += 1 2169-01-30
L7241; D247 printed 2096-01-02
L7242; D247 month=1
L7243; D247 day=2
L7244;D422 added 0 months 1963-12-29
L7245;D422 += -9 1963-12-20
L7246; D422 day=20
L7247; D437 week_day_name=thursday
L7248; D437-D256 = 40359
L7249;D123 added 4 months 2002-10-24
L7250;D123 added -1 years 2001-10-24
L7251; D123 == D574 FALSE
L7252; D123<=D479 TRUE
L7253;D155 ++ 2123-05-05
L7254; D155 != D34 TRUE
L7255; D155>=D174 TRUE
L7256; D155 month=5
L7257;D131 added 0 years 2233-10-11
L7258;D131 ++ 2233-10-12
L7259;D356 ++ 2076-03-08
L7260;D356 added 0 months 2076-04-08
L7261;D512 added -6 years 2330-02-28
L7262;D512 -- 2330-02-27
L7263; D512 month=2
L7264;D163 += -7 2342-11-24
L7265; D163 mod_julian_day=176784
L7266;D63 added 0 years 2161-02-28
L7267; D63>D510 FALSE
L7268; D63 month=2
L7269; D63 days_this_month=28
L7270;D129 added -4 months 2256-02-01
L7271;D129 += -5 2256-01-27
L7272; D129 == D318 FALSE
L7273; D129 day=27
L7274; D129 week_day=7
L7275;D33 ++ 2381-11-08
L7276; D33 week_day_name=sunday
L7277; D33 printed 2381-11-08
L7278; D337 year=1919
L7279; D337>D195 FALSE
L7280; D337>=D481 FALSE
L7281; D337 day=11
L7282;D549 added 0 years 2290-11-29
L7283;D59 -= -3 2137-02-22
L7284; D59 mod_julian_day=101635
L7285;D319 -= 10 2396-12-02
L7286;D319 added 6 years 2402-12-02
L7287; D319 year=2402
L7288; D319<=D508 FALSE
L7289; D319-D199 = 103761
L7290;D112 -- 2364-03-28
L7291;D112 -= 1 2364-03-27
L7292; D112 != D549 TRUE
L7293; D133 day=11
L7294; D133>=D570 TRUE
L7295; D133 year=2385
L7296; D133 == D131 FALSE
L7297; D123 == D121 FALSE
L7298; D123 week_day_name=wednesday
L7299; D123 year=2001
L7300;D557 added 0 months 2149-04-23
L7301;D557 added 0 years 2149-04-23
L7302;D366 added 1 months 2347-10-08
L7303;D366 ++ 2347-10-09
L7304; D366 printed 2347-10-09
L7305; D504 day=27
L7306; D504-D44 = 81811
L7307; D504>D476 TRUE
L7308; D376<D108 TRUE
L7309; D376>=D585 FALSE
L7310;D90 added 0 years 2329-01-30
L7311; D90<D585 TRUE
L7312; D90 month=1
L7313;D0 ++ 2173-05-14
L7314;D379 += -1 2166-05-20
L7315; D500 month_name=february
L7316; D500<=D282 FALSE
L7317; D500 mod_julian_day=155697
L7318; D500 days_this_month=28
L7319; D436<D49 TRUE
L7320;D58 -- 2146-07-08
L7321;D58 added 0 years 2147-07-08
L7322;D185=D453 2088-03-09
L7323;D185 ++ 2088-03-10
L7324;D254=D352 2146-12-16
L7325;D254 -= -2 2146-12-18
L7326; D254 year=2146
L7327; D264-D407 = -18398
L7328;D218 added 0 months 2058-12-15
L7329;D535 added -8 years 2232-03-10
L7330;D535 ++ 2232-03-11
L7331; D535 != D322 TRUE
L7332; D535 month=3
L7333; D535 day=11
L7334;D564 -- 2216-03-30
L7335; D564 printed 2216-03-30
L7336; D564>=D525 FALSE
L7337; D564 month_name=march
L7338;D551 added -8 years 2020-02-29
L7339;D551 -- 2020-02-28
L7340; D551<=D56 TRUE
L7341; D551 week_day_name=friday
L7342; D551-D330 = -48106
L7343;D540 ++ 2386-11-06
L7344;D540 added 0 months 2386-12-06
L7345;D220 added -6 years 2015-06-08
L7346; D220 week_day_name=monday
L7347; D220>D16 TRUE
L7348; D220 month_name=june
L7349; D220-D327 = -41002
L7350;D238 += 6 2353-04-26
L7351;D238 -- 2353-04-25
L7352; D238 printed 2353-04-25
L7353; D78<=D251 FALSE
L7354; D78 mod_julian_day=133417
L7355; D78 != D459 TRUE
L7356;D236 -- 2328-07-19
L7357;D236 added 0 months 2328-08-19
L7358; D236 week_day=7
L7359; D236 year=2328
L7360; D236 day=19
L7361; D236>D254 TRUE
L7362; D335 week_day=1
L7363; D335>=D184 TRUE
L7364;D543 added 0 months 1907-04-01
L7365;D543 -- 1907-03-31
L7366; D543 printed 1907-03-31
L7367; D96 days_this_month=31
L7368;D49 added 0 months 2108-11-29
L7369; D49 == D524 FALSE
L7370; D49 day=29
L7371; D49 days_this_month=30
L7372; D49 != D176 TRUE
L7373;D448 added 0 years 2297-04-02
L7374; D448 days_this_month=30
L7375; D448 printed 2297-04-02
L7376; D448 week_day=5
L7377;D89 -- 2396-11-13
L7378;D89=D105 2336-03-06
L7379; D89 year=2336
L7380; D89 day=6
L7381; D89>D330 TRUE
L7382;D559 += -4 2371-05-22
L7383;D559 ++ 2371-05-23
L7384; D559 == D132 FALSE
L7385; D559 month=5
L7386; D559 mod_julian_day=187191
L7387; D559 day=23
L7388;D229 added 0 years 1985-08-26
L7389;D130 added 8 months 1930-05-20
L7390;D130 added 0 years 1931-05-20
L7391; D130-D392 = -75732
L7392; D130 == D244 FALSE
L7393; D130 mod_julian_day=26481
L7394;D126 added 8 years 1989-11-05
L7395;D126 += -10 1989-10-26
L7396; D126-D336 = -30665
L7397; D126 week_day=4
L7398; D126 days_this_month=31
L7399; D126 == D33 FALSE
L7400;D202 added 0 months 2024-10-12
L7401;D202=D356 2076-04-08
L7402; D202<D217 FALSE
L7403; D202 year=2076
L7404; D202 day=8
L7405; D202>D195 TRUE
L7406;D60 added 0 months 2148-04-27
L7407; D60 days_this_month=30
L7408; D60 mod_julian_day=105717
L7409;D325 added 0 months 1916-09-25
L7410;D325 added 0 years 1917-09-25
L7411; D325 year=1917
L7412; D105 != D538 TRUE
L7413; D105>=D397 TRUE
L7414; D105 month_name=march
L7415;D585 added -7 months 2352-01-01
L7416;D585=D420 1955-02-21
L7417; D585 day=21
L7418;D5=D214 2121-12-17
L7419; D5 year=2121
L7420; D5>D276 TRUE
L7421;D399 added 0 months 2137-10-11
L7422;D399 added 6 months 2138-04-11
L7423; D399 month=4
L7424; D399 printed 2138-04-11
L7425; D399>=D404 TRUE
L7426; D399 != D348 TRUE
L7427;D366 -= -9 2347-10-18
L7428;D538=D23 2005-03-30
L7429;D538 -- 2005-03-29
L7430; D538 year=2005
L7431; D538 month=3
L7432; D538 week_day=2
L7433;D527 added 0 years 2398-12-28
L7434;D527 added 10 years 2408-12-28
L7435;D7 added 0 years 1935-03-03
L7436;D7 added 0 years 1936-03-03
L7437; D7<=D571 FALSE
L7438; D7 printed 1936-03-03
L7439; D7>=D537 FALSE
L7440; D7 month_name=march
L7441; D594 year=1943
L7442;D182=D247 2096-01-02
L7443; D182<D450 FALSE
L7444;D296 += -6 2220-01-09
L7445;D296 added -5 years 2215-01-09
L7446;D192 added 0 months 2075-10-10
L7447;D192 added 5 years 2080-10-10
L7448; D192 week_day=4
L7449; D192 year=2080
L7450; D550>=D205 TRUE
L7451; D404 days_this_month=31
L7452; D404 mod_julian_day=61953
L7453; D404 year=2028
L7454; D404-D523 = -70401
L7455;D431 added 0 months 2003-04-24
L7456;D431 -- 2003-04-23
L7457; D170 month_name=march
L7458;D282 added 0 years 2147-06-30
L7459;D282 += 5 2147-07-05
L7460; D282 != D543 TRUE
L7461; D543 mod_julian_day=17665
L7462;D239 ++ 1916-08-06
L7463;D239 added 0 years 1917-08-06
L7464; D43 year=2076
L7465;D227 added 5 years 1967-02-19
L7466;D227 -= 1 1967-02-18
L7467; D227 year=1967
L7468; D502 days_this_month=29
L7469; D502 week_day=1
L7470; D502 mod_julian_day=158254
L7471; D324 != D329 TRUE
L7472; D324 week_day=4
L7473; D324>=D306 FALSE
L7474; D324 days_this_month=30
L7475;D118 added 3 months 2169-06-28
L7476;D392 added 0 years 2139-09-23
L7477; D392 printed 2139-09-23
L7478;D216 += -7 1948-04-01
L7479; D216 month=4
L7480; D216 printed 1948-04-01
L7481; D216-D411 = 9861
L7482;D381 added 6 years 2226-01-18
L7483;D381=D441 2042-01-29
L7484; D381 month=1
L7485;D146 ++ 2267-11-21
L7486;D146 added 10 years 2277-11-21
L7487; D146 printed 2277-11-21
L7488; D146 day=21
L7489; D146 month=11
L7490; D146 month_name=november
L7491;D358 added -8 months 2319-03-29
L7492;D358=D206 2328-01-30
L7493; D358-D189 = -4224
L7494; D358 week_day=1
L7495; D358 != D439 TRUE
L7496; D476 month=3
L7497; D476 days_this_month=31
L7498;D252=D539 2114-12-25
L7499;D252 added 3 months 2115-03-25
L7500; D252<D253 TRUE
L7501; D252 week_day=1
L7502; D252>D270 TRUE
L7503; D252 month=3
L7504;D566 += 7 2327-11-12
L7505;D566 added 7 months 2328-06-12
L7506; D566 mod_julian_day=171506
L7507; D385 week_day_name=thursday
L7508;D457 added -6 months 2111-11-27
L7509;D457 ++ 2111-11-28
L7510; D457 month=11
L7511; D457 == D525 FALSE
L7512; D457 printed 2111-11-28
L7513; D457>=D29 TRUE
L7514; D51<=D405 FALSE
L7515; D51>=D153 TRUE
L7516;D390 ++ 2022-10-30
L7517;D390 added -7 months 2022-03-30
L7518; D390<D264 TRUE
L7519; D447 month=3
L7520; D447 month_name=march
L7521; D447 printed 1958-03-03
L7522; D223>=D8 TRUE
L7523; D223 month_name=february
L7524; D223 day=12
L7525; D223 == D411 FALSE
L7526; D530 week_day_name=wednesday
L7527;D115 added 0 months 2376-04-29
L7528;D542 added 5 years 2030-09-14
L7529;D542 added 0 months 2030-10-14
L7530; D542 week_day=1
L7531; D542 days_this_month=31
L7532; D542 != D362 TRUE
L7533; D542 mod_julian_day=62788
L7534;D508 -- 2317-02-26
L7535; D508<D437 FALSE
L7536;D343 added 7 months 2339-10-07
L7537; D343 week_day=6
L7538; D19 days_this_month=28
L7539; D19 month_name=february
L7540; D19 printed 1981-02-28
L7541;D206 added 0 years 2329-01-30
L7542;D203 added -1 months 1961-12-11
L7543;D203 += -3 1961-12-08
L7544; D203 != D482 TRUE
L7545; D203-D245 = -132981
L7546; D203 days_this_month=31
L7547;D303 added 0 years 2314-04-12
L7548;D303 -- 2314-04-11
L7549; D303 week_day=6
L7550; D303 year=2314
L7551; D303 month=4
L7552; D207<D436 FALSE
L7553;D14 added 1 months 1962-03-28
L7554; D14>D84 FALSE
L7555; D14 printed 1962-03-28
L7556;D367 added 10 years 1991-11-07
L7557;D367 -- 1991-11-06
L7558;D537 -= 6 1939-09-10
L7559;D537 added 0 months 1939-10-10
L7560;D195 += -2 1946-05-30
L7561;D195 ++ 1946-05-31
L7562;D28 added 0 years 2016-04-29
L7563; D28>=D429 FALSE
L7564;D366 added -8 months 2347-02-18
L7565; D366 month_name=february
L7566; D366 month=2
L7567; D366<=D188 FALSE
L7568; D366 day=18
L7569;D82 -= -9 2116-04-07
L7570; D321 printed 2346-03-05
L7571; D321 week_day=2
L7572;D88 added 8 years 2272-03-04
L7573; D80>=D400 TRUE
L7574; D80 week_day_name=monday
L7575; D80 mod_julian_day=135973
L7576; D80 days_this_month=28
L7577; D322>=D293 TRUE
L7578; D322>D423 TRUE
L7579; D322 month_name=october
L7580; D322 year=2396
L7581; D313 week_day_name=sunday
L7582; D362 month=11
L7583; D362 != D79 TRUE
L7584;D90=D220 2015-06-08
L7585;D90 added 7 years 2022-06-08
L7586; D90 week_day_name=wednesday
L7587; D90>D212 FALSE
L7588; D90 mod_julian_day=59738
L7589; D90 day=8
L7590;D151 += -5 1968-02-27
L7591; D151 week_day_name=tuesday
L7592; D151 == D568 FALSE
L7593; D422<D68 TRUE
