L1;D set_k_time 1906167765
L17785; D51 days_this_month=30
L17786; D51 week_day_name=tuesday
L17787; D51 month_name=september
L17788; D51 mod_julian_day=149708
L17789; D52 printed 2296-04-23
L17790; D52 year=2296
L17791; D52 day=23
L17792; D52 month=4
L17793; D52 week_day=5
L17794; D52 days_this_month=30
L17795; D52 week_day_name=friday
L17796; D52 month_name=april
L17797; D52 mod_julian_day=159784
L17798; D53 printed 1976-08-21
L17799; D53 year=1976
L17800; D53 day=21
L17801; D53 month=8
L17802; D53 week_day=5
L17803; D53 days_this_month=31
L17804; D53 week_day_name=friday
L17805; D53 month_name=august
L17806; D53 mod_julian_day=43024
L17807; D54 printed 1934-04-03
L17808; D54 year=1934
L17809; D54 day=3
L17810; D54 month=4
L17811; D54 week_day=1
L17812; D54 days_this_month=30
L17813; D54 week_day_name=monday
L17814; D54 month_name=april
L17815; D54 mod_julian_day=27543
L17816; D55 printed 2385-10-05
L17817; D55 year=2385
L17818; D55 day=5
L17819; D55 month=10
L17820; D55 week_day=1
L17821; D55 days_this_month=31
L17822; D55 week_day_name=monday
L17823; D55 month_name=october
L17824; D55 mod_julian_day=192456
L17825; D56 printed 2419-03-25
L17826; D56 year=2419
L17827; D56 day=25
L17828; D56 month=3
L17829; D56 week_day=3
L17830; D56 days_this_month=31
L17831; D56 week_day_name=wednesday
L17832; D56 month_name=march
L17833; D56 mod_julian_day=204680
L17834; D57 printed 1995-04-11
L17835; D57 year=1995
L17836; D57 day=11
L17837; D57 month=4
L17838; D57 week_day=1
L17839; D57 days_this_month=30
L17840; D57 week_day_name=monday
L17841; D57 month_name=april
L17842; D57 mod_julian_day=49831
L17843; D58 printed 2024-09-22
L17844; D58 year=2024
L17845; D58 day=22
L17846; D58 month=9
L17847; D58 week_day=6
L17848; D58 days_this_month=30
L17849; D58 week_day_name=saturday
L17850; D58 month_name=september
L17851; D58 mod_julian_day=60588
L17852; D59 printed 2345-12-05
L17853; D59 year=2345
L17854; D59 day=5
L17855; D59 month=12
L17856; D59 week_day=5
L17857; D59 days_this_month=31
L17858; D59 week_day_name=friday
L17859; D59 month_name=december
L17860; D59 mod_julian_day=177907
L17861; D60 printed 2452-02-08
L17862; D60 year=2452
L17863; D60 day=8
L17864; D60 month=2
L17865; D60 week_day=6
L17866; D60 days_this_month=29
L17867; D60 week_day_name=saturday
L17868; D60 month_name=february
L17869; D60 mod_julian_day=216688
L17870; D61 printed 1997-05-10
L17871; D61 year=1997
L17872; D61 day=10
L17873; D61 month=5
L17874; D61 week_day=5
L17875; D61 days_this_month=31
L17876; D61 week_day_name=friday
L17877; D61 month_name=may
L17878; D61 mod_julian_day=50591
L17879; D62 printed 2409-01-31
L17880; D62 year=2409
L17881; D62 day=31
L17882; D62 month=1
L17883; D62 week_day=1
L17884; D62 days_this_month=31
L17885; D62 week_day_name=monday
L17886; D62 month_name=january
L17887; D62 mod_julian_day=200975
L17888; D63 printed 2043-01-10
L17889; D63 year=2043
L17890; D63 day=10
L17891; D63 month=1
L17892; D63 week_day=5
L17893; D63 days_this_month=31
L17894; D63 week_day_name=friday
L17895; D63 month_name=january
L17896; D63 mod_julian_day=67272
L17897; D64 printed 2157-01-16
L17898; D64 year=2157
L17899; D64 day=16
L17900; D64 month=1
L17901; D64 week_day=7
L17902; D64 days_this_month=31
L17903; D64 week_day_name=sunday
L17904; D64 month_name=january
L17905; D64 mod_julian_day=108917
L17906; D65 printed 2016-03-02
L17907; D65 year=2016
L17908; D65 day=2
L17909; D65 month=3
L17910; D65 week_day=2
L17911; D65 days_this_month=31
L17912; D65 week_day_name=tuesday
L17913; D65 month_name=march
L17914; D65 mod_julian_day=57462
L17915; D66 printed 1992-11-02
L17916; D66 year=1992
L17917; D66 day=2
L17918; D66 month=11
L17919; D66 week_day=7
L17920; D66 days_this_month=30
L17921; D66 week_day_name=sunday
L17922; D66 month_name=november
L17923; D66 mod_julian_day=48941
L17924; D67 printed 2144-11-26
L17925; D67 year=2144
L17926; D67 day=26
L17927; D67 month=11
L17928; D67 week_day=4
L17929; D67 days_this_month=30
L17930; D67 week_day_name=thursday
L17931; D67 month_name=november
L17932; D67 mod_julian_day=104483
L17933; D68 printed 2453-05-04
L17934; D68 year=2453
L17935; D68 day=4
L17936; D68 month=5
L17937; D68 week_day=2
L17938; D68 days_this_month=31
L17939; D68 week_day_name=tuesday
L17940; D68 month_name=may
L17941; D68 mod_julian_day=217139
L17942; D69 printed 2110-05-05
L17943; D69 year=2110
L17944; D69 day=5
L17945; D69 month=5
L17946; D69 week_day=1
L17947; D69 days_this_month=31
L17948; D69 week_day_name=monday
L17949; D69 month_name=may
L17950; D69 mod_julian_day=91859
L17951; D70 printed 2448-09-20
L17952; D70 year=2448
L17953; D70 day=20
L17954; D70 month=9
L17955; D70 week_day=2
L17956; D70 days_this_month=30
L17957; D70 week_day_name=tuesday
L17958; D70 month_name=september
L17959; D70 mod_julian_day=215452
L17960; D71 printed 1927-06-24
L17961; D71 year=1927
L17962; D71 day=24
L17963; D71 month=6
L17964; D71 week_day=4
L17965; D71 days_this_month=30
L17966; D71 week_day_name=thursday
L17967; D71 month_name=june
L17968; D71 mod_julian_day=25068
L17969; D72 printed 2059-07-22
L17970; D72 year=2059
L17971; D72 day=22
L17972; D72 month=7
L17973; D72 week_day=1
L17974; D72 days_this_month=31
L17975; D72 week_day_name=monday
L17976; D72 month_name=july
L17977; D72 mod_julian_day=73309
L17978; D73 printed 1981-04-24
L17979; D73 year=1981
L17980; D73 day=24
L17981; D73 month=4
L17982; D73 week_day=4
L17983; D73 days_this_month=30
L17984; D73 week_day_name=thursday
L17985; D73 month_name=april
L17986; D73 mod_julian_day=44731
L17987; D74 printed 2265-02-09
L17988; D74 year=2265
L17989; D74 day=9
L17990; D74 month=2
L17991; D74 week_day=5
L17992; D74 days_this_month=28
L17993; D74 week_day_name=friday
L17994; D74 month_name=february
L17995; D74 mod_julian_day=148388
L17996; D75 printed 2186-06-29
L17997; D75 year=2186
L17998; D75 day=29
L17999; D75 month=6
L18000; D75 week_day=4
L18001; D75 days_this_month=30
L18002; D75 week_day_name=thursday
L18003; D75 month_name=june
L18004; D75 mod_julian_day=119673
L18005; D76 printed 2419-07-09
L18006; D76 year=2419
L18007; D76 day=9
L18008; D76 month=7
L18009; D76 week_day=4
L18010; D76 days_this_month=31
L18011; D76 week_day_name=thursday
L18012; D76 month_name=july
L18013; D76 mod_julian_day=204786
L18014; D77 printed 2479-12-04
L18015; D77 year=2479
L18016; D77 day=4
L18017; D77 month=12
L18018; D77 week_day=3
L18019; D77 days_this_month=31
L18020; D77 week_day_name=wednesday
L18021; D77 month_name=december
L18022; D77 mod_julian_day=226849
L18023; D78 printed 2009-03-11
L18024; D78 year=2009
L18025; D78 day=11
L18026; D78 month=3
L18027; D78 week_day=2
L18028; D78 days_this_month=31
L18029; D78 week_day_name=tuesday
L18030; D78 month_name=march
L18031; D78 mod_julian_day=54914
L18032; D79 printed 2296-10-02
L18033; D79 year=2296
L18034; D79 day=2
L18035; D79 month=10
L18036; D79 week_day=6
L18037; D79 days_this_month=31
L18038; D79 week_day_name=saturday
L18039; D79 month_name=october
L18040; D79 mod_julian_day=159946
L18041; D80 printed 2021-06-18
L18042; D80 year=2021
L18043; D80 day=18
L18044; D80 month=6
L18045; D80 week_day=5
L18046; D80 days_this_month=30
L18047; D80 week_day_name=friday
L18048; D80 month_name=june
L18049; D80 mod_julian_day=59383
L18050; D81 printed 2121-07-21
L18051; D81 year=2121
L18052; D81 day=21
L18053; D81 month=7
L18054; D81 week_day=1
L18055; D81 days_this_month=31
L18056; D81 week_day_name=monday
L18057; D81 month_name=july
L18058; D81 mod_julian_day=95940
L18059; D82 printed 2028-10-03
L18060; D82 year=2028
L18061; D82 day=3
L18062; D82 month=10
L18063; D82 week_day=2
L18064; D82 days_this_month=31
L18065; D82 week_day_name=tuesday
L18066; D82 month_name=october
L18067; D82 mod_julian_day=62047
L18068; D83 printed 1990-10-27
L18069; D83 year=1990
L18070; D83 day=27
L18071; D83 month=10
L18072; D83 week_day=6
L18073; D83 days_this_month=31
L18074; D83 week_day_name=saturday
L18075; D83 month_name=october
L18076; D83 mod_julian_day=48191
L18077; D84 printed 2030-01-11
L18078; D84 year=2030
L18079; D84 day=11
L18080; D84 month=1
L18081; D84 week_day=5
L18082; D84 days_this_month=31
L18083; D84 week_day_name=friday
L18084; D84 month_name=january
L18085; D84 mod_julian_day=62512
L18086; D85 printed 2033-12-29
L18087; D85 year=2033
L18088; D85 day=29
L18089; D85 month=12
L18090; D85 week_day=4
L18091; D85 days_this_month=31
L18092; D85 week_day_name=thursday
L18093; D85 month_name=december
L18094; D85 mod_julian_day=63960
L18095; D86 printed 1964-01-02
L18096; D86 year=1964
L18097; D86 day=2
L18098; D86 month=1
L18099; D86 week_day=4
L18100; D86 days_this_month=31
L18101; D86 week_day_name=thursday
L18102; D86 month_name=january
L18103; D86 mod_julian_day=38396
L18104; D87 printed 2033-10-08
L18105; D87 year=2033
L18106; D87 day=8
L18107; D87 month=10
L18108; D87 week_day=6
L18109; D87 days_this_month=31
L18110; D87 week_day_name=saturday
L18111; D87 month_name=october
L18112; D87 mod_julian_day=63878
L18113; D88 printed 1968-10-14
L18114; D88 year=1968
L18115; D88 day=14
L18116; D88 month=10
L18117; D88 week_day=1
L18118; D88 days_this_month=31
L18119; D88 week_day_name=monday
L18120; D88 month_name=october
L18121; D88 mod_julian_day=40143
L18122; D89 printed 1998-08-04
L18123; D89 year=1998
L18124; D89 day=4
L18125; D89 month=8
L18126; D89 week_day=2
L18127; D89 days_this_month=31
L18128; D89 week_day_name=tuesday
L18129; D89 month_name=august
L18130; D89 mod_julian_day=51029
L18131; D90 printed 2005-03-04
L18132; D90 year=2005
L18133; D90 day=4
L18134; D90 month=3
L18135; D90 week_day=5
L18136; D90 days_this_month=31
L18137; D90 week_day_name=friday
L18138; D90 month_name=march
L18139; D90 mod_julian_day=53433
L18140; D91 printed 2162-07-14
L18141; D91 year=2162
L18142; D91 day=14
L18143; D91 month=7
L18144; D91 week_day=3
L18145; D91 days_this_month=31
L18146; D91 week_day_name=wednesday
L18147; D91 month_name=july
L18148; D91 mod_julian_day=110908
L18149; D92 printed 2185-06-20
L18150; D92 year=2185
L18151; D92 day=20
L18152; D92 month=6
L18153; D92 week_day=1
L18154; D92 days_this_month=30
L18155; D92 week_day_name=monday
L18156; D92 month_name=june
L18157; D92 mod_julian_day=119285
L18158; D93 printed 1986-07-27
L18159; D93 year=1986
L18160; D93 day=27
L18161; D93 month=7
L18162; D93 week_day=7
L18163; D93 days_this_month=31
L18164; D93 week_day_name=sunday
L18165; D93 month_name=july
L18166; D93 mod_julian_day=46638
L18167; D94 printed 2028-07-25
L18168; D94 year=2028
L18169; D94 day=25
L18170; D94 month=7
L18171; D94 week_day=2
L18172; D94 days_this_month=31
L18173; D94 week_day_name=tuesday
L18174; D94 month_name=july
L18175; D94 mod_julian_day=61977
L18176; D95 printed 1976-03-18
L18177; D95 year=1976
L18178; D95 day=18
L18179; D95 month=3
L18180; D95 week_day=4
L18181; D95 days_this_month=31
L18182; D95 week_day_name=thursday
L18183; D95 month_name=march
L18184; D95 mod_julian_day=42855
L18185; D96 printed 2268-02-09
L18186; D96 year=2268
L18187; D96 day=9
L18188; D96 month=2
L18189; D96 week_day=7
L18190; D96 days_this_month=29
L18191; D96 week_day_name=sunday
L18192; D96 month_name=february
L18193; D96 mod_julian_day=149468
L18194; D97 printed 2008-06-25
L18195; D97 year=2008
L18196; D97 day=25
L18197; D97 month=6
L18198; D97 week_day=3
L18199; D97 days_this_month=30
L18200; D97 week_day_name=wednesday
L18201; D97 month_name=june
L18202; D97 mod_julian_day=54642
L18203; D98 printed 1986-04-04
L18204; D98 year=1986
L18205; D98 day=4
L18206; D98 month=4
L18207; D98 week_day=5
L18208; D98 days_this_month=30
L18209; D98 week_day_name=friday
L18210; D98 month_name=april
L18211; D98 mod_julian_day=46524
L18212; D99 printed 2004-01-28
L18213; D99 year=2004
L18214; D99 day=28
L18215; D99 month=1
L18216; D99 week_day=3
L18217; D99 days_this_month=31
L18218; D99 week_day_name=wednesday
L18219; D99 month_name=january
L18220; D99 mod_julian_day=53032
L18221; D100 printed 1968-12-04
L18222; D100 year=1968
L18223; D100 day=4
L18224; D100 month=12
L18225; D100 week_day=3
L18226; D100 days_this_month=31
L18227; D100 week_day_name=wednesday
L18228; D100 month_name=december
L18229; D100 mod_julian_day=40194
L18230; D101 printed 1974-10-17
L18231; D101 year=1974
L18232; D101 day=17
L18233; D101 month=10
L18234; D101 week_day=4
L18235; D101 days_this_month=31
L18236; D101 week_day_name=thursday
L18237; D101 month_name=october
L18238; D101 mod_julian_day=42337
L18239; D102 printed 2004-03-08
L18240; D102 year=2004
L18241; D102 day=8
L18242; D102 month=3
L18243; D102 week_day=1
L18244; D102 days_this_month=31
L18245; D102 week_day_name=monday
L18246; D102 month_name=march
L18247; D102 mod_julian_day=53072
L18248; D103 printed 1980-03-01
L18249; D103 year=1980
L18250; D103 day=1
L18251; D103 month=3
L18252; D103 week_day=6
L18253; D103 days_this_month=31
L18254; D103 week_day_name=saturday
L18255; D103 month_name=march
L18256; D103 mod_julian_day=44299
L18257; D104 printed 1991-02-18
L18258; D104 year=1991
L18259; D104 day=18
L18260; D104 month=2
L18261; D104 week_day=1
L18262; D104 days_this_month=28
L18263; D104 week_day_name=monday
L18264; D104 month_name=february
L18265; D104 mod_julian_day=48305
L18266; D105 printed 1972-03-01
L18267; D105 year=1972
L18268; D105 day=1
L18269; D105 month=3
L18270; D105 week_day=3
L18271; D105 days_this_month=31
L18272; D105 week_day_name=wednesday
L18273; D105 month_name=march
L18274; D105 mod_julian_day=41377
L18275; D106 printed 2393-05-10
L18276; D106 year=2393
L18277; D106 day=10
L18278; D106 month=5
L18279; D106 week_day=1
L18280; D106 days_this_month=31
L18281; D106 week_day_name=monday
L18282; D106 month_name=may
L18283; D106 mod_julian_day=195214
L18284; D107 printed 1972-11-27
L18285; D107 year=1972
L18286; D107 day=27
L18287; D107 month=11
L18288; D107 week_day=1
L18289; D107 days_this_month=30
L18290; D107 week_day_name=monday
L18291; D107 month_name=november
L18292; D107 mod_julian_day=41648
L18293; D108 printed 2170-11-23
L18294; D108 year=2170
L18295; D108 day=23
L18296; D108 month=11
L18297; D108 week_day=5
L18298; D108 days_this_month=30
L18299; D108 week_day_name=friday
L18300; D108 month_name=november
L18301; D108 mod_julian_day=113962
L18302; D109 printed 1938-11-03
L18303; D109 year=1938
L18304; D109 day=3
L18305; D109 month=11
L18306; D109 week_day=4
L18307; D109 days_this_month=30
L18308; D109 week_day_name=thursday
L18309; D109 month_name=november
L18310; D109 mod_julian_day=29205
L18311; D110 printed 1965-09-18
L18312; D110 year=1965
L18313; D110 day=18
L18314; D110 month=9
L18315; D110 week_day=6
L18316; D110 days_this_month=30
L18317; D110 week_day_name=saturday
L18318; D110 month_name=september
L18319; D110 mod_julian_day=39021
L18320; D111 printed 2142-09-14
L18321; D111 year=2142
L18322; D111 day=14
L18323; D111 month=9
L18324; D111 week_day=5
L18325; D111 days_this_month=30
L18326; D111 week_day_name=friday
L18327; D111 month_name=september
L18328; D111 mod_julian_day=103665
L18329; D112 printed 2305-08-27
L18330; D112 year=2305
L18331; D112 day=27
L18332; D112 month=8
L18333; D112 week_day=7
L18334; D112 days_this_month=31
L18335; D112 week_day_name=sunday
L18336; D112 month_name=august
L18337; D112 mod_julian_day=163181
L18338; D113 printed 2418-11-17
L18339; D113 year=2418
L18340; D113 day=17
L18341; D113 month=11
L18342; D113 week_day=6
L18343; D113 days_this_month=30
L18344; D113 week_day_name=saturday
L18345; D113 month_name=november
L18346; D113 mod_julian_day=204536
L18347; D114 printed 2458-10-24
L18348; D114 year=2458
L18349; D114 day=24
L18350; D114 month=10
L18351; D114 week_day=4
L18352; D114 days_this_month=31
L18353; D114 week_day_name=thursday
L18354; D114 month_name=october
L18355; D114 mod_julian_day=219122
L18356; D115 printed 1990-05-26
L18357; D115 year=1990
L18358; D115 day=26
L18359; D115 month=5
L18360; D115 week_day=6
L18361; D115 days_this_month=31
L18362; D115 week_day_name=saturday
L18363; D115 month_name=may
L18364; D115 mod_julian_day=48037
L18365; D116 printed 2274-01-14
L18366; D116 year=2274
L18367; D116 day=14
L18368; D116 month=1
L18369; D116 week_day=3
L18370; D116 days_this_month=31
L18371; D116 week_day_name=wednesday
L18372; D116 month_name=january
L18373; D116 mod_julian_day=151634
L18374; D117 printed 2440-02-19
L18375; D117 year=2440
L18376; D117 day=19
L18377; D117 month=2
L18378; D117 week_day=7
L18379; D117 days_this_month=29
L18380; D117 week_day_name=sunday
L18381; D117 month_name=february
L18382; D117 mod_julian_day=212300
L18383; D118 printed 2177-02-13
L18384; D118 year=2177
L18385; D118 day=13
L18386; D118 month=2
L18387; D118 week_day=4
L18388; D118 days_this_month=28
L18389; D118 week_day_name=thursday
L18390; D118 month_name=february
L18391; D118 mod_julian_day=116236
L18392; D119 printed 2367-05-26
L18393; D119 year=2367
L18394; D119 day=26
L18395; D119 month=5
L18396; D119 week_day=5
L18397; D119 days_this_month=31
L18398; D119 week_day_name=friday
L18399; D119 month_name=may
L18400; D119 mod_julian_day=185733
L18401; D120 printed 1962-11-18
L18402; D120 year=1962
L18403; D120 day=18
L18404; D120 month=11
L18405; D120 week_day=7
L18406; D120 days_this_month=30
L18407; D120 week_day_name=sunday
L18408; D120 month_name=november
L18409; D120 mod_julian_day=37986
L18410; D121 printed 2324-07-22
L18411; D121 year=2324
L18412; D121 day=22
L18413; D121 month=7
L18414; D121 week_day=2
L18415; D121 days_this_month=31
L18416; D121 week_day_name=tuesday
L18417; D121 month_name=july
L18418; D121 mod_julian_day=170085
L18419; D122 printed 2134-03-10
L18420; D122 year=2134
L18421; D122 day=10
L18422; D122 month=3
L18423; D122 week_day=3
L18424; D122 days_this_month=31
L18425; D122 week_day_name=wednesday
L18426; D122 month_name=march
L18427; D122 mod_julian_day=100555
L18428; D123 printed 2029-03-02
L18429; D123 year=2029
L18430; D123 day=2
L18431; D123 month=3
L18432; D123 week_day=5
L18433; D123 days_this_month=31
L18434; D123 week_day_name=friday
L18435; D123 month_name=march
L18436; D123 mod_julian_day=62197
L18437; D124 printed 2271-10-07
L18438; D124 year=2271
L18439; D124 day=7
L18440; D124 month=10
L18441; D124 week_day=6
L18442; D124 days_this_month=31
L18443; D124 week_day_name=saturday
L18444; D124 month_name=october
L18445; D124 mod_julian_day=150804
L18446; D125 printed 2196-06-07
L18447; D125 year=2196
L18448; D125 day=7
L18449; D125 month=6
L18450; D125 week_day=2
L18451; D125 days_this_month=30
L18452; D125 week_day_name=tuesday
L18453; D125 month_name=june
L18454; D125 mod_julian_day=123290
L18455; D126 printed 2436-11-26
L18456; D126 year=2436
L18457; D126 day=26
L18458; D126 month=11
L18459; D126 week_day=3
L18460; D126 days_this_month=30
L18461; D126 week_day_name=wednesday
L18462; D126 month_name=november
L18463; D126 mod_julian_day=211120
L18464; D127 printed 2175-12-21
L18465; D127 year=2175
L18466; D127 day=21
L18467; D127 month=12
L18468; D127 week_day=4
L18469; D127 days_this_month=31
L18470; D127 week_day_name=thursday
L18471; D127 month_name=december
L18472; D127 mod_julian_day=115816
L18473; D128 printed 1995-10-11
L18474; D128 year=1995
L18475; D128 day=11
L18476; D128 month=10
L18477; D128 week_day=3
L18478; D128 days_this_month=31
L18479; D128 week_day_name=wednesday
L18480; D128 month_name=october
L18481; D128 mod_julian_day=50001
L18482; D129 printed 1986-05-21
L18483; D129 year=1986
L18484; D129 day=21
L18485; D129 month=5
L18486; D129 week_day=3
L18487; D129 days_this_month=31
L18488; D129 week_day_name=wednesday
L18489; D129 month_name=may
L18490; D129 mod_julian_day=46571
L18491; D130 printed 2482-12-28
L18492; D130 year=2482
L18493; D130 day=28
L18494; D130 month=12
L18495; D130 week_day=1
L18496; D130 days_this_month=31
L18497; D130 week_day_name=monday
L18498; D130 month_name=december
L18499; D130 mod_julian_day=227953
L18500; D131 printed 2168-08-11
L18501; D131 year=2168
L18502; D131 day=11
L18503; D131 month=8
L18504; D131 week_day=4
L18505; D131 days_this_month=31
L18506; D131 week_day_name=thursday
L18507; D131 month_name=august
L18508; D131 mod_julian_day=113128
L18509; D132 printed 2443-11-17
L18510; D132 year=2443
